Age,Monthy Earnings,Gender,Home Loan,How much aware are you about solar?,How much do you expect to at least save on your average electricity bill by installing a solar panel system?,Marital Status,Rooms,New Floor,Budget,Percentage of roof dedicated,Workplace,Would you like to go for solar,Which city is your house at?
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,4,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Visakhapatnam
15-25,1 lakh +,Male,No,5,31% - 40%,Single,5+,No,1 Lac - 2 Lacs,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,amravati
25-35,20000 - 70000,Male,No,3,21% - 30%,Single,3,No,50000- 1 Lac,26-50%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Gurgaon
15-25,20000 - 70000,Female,Yes,3,10% - 20%,Single,2,No,50000- 1 Lac,26-50%,Student.,Saving 1000+/month saving on electricity bill after spending 45000/KW,Mandvi(Kutch)
15-25,Less than 20000,Male,No,4,41% - 50%,Single,5+,Yes,50000- 1 Lac,<25%,NA,Saving 1000+/month saving on electricity bill after spending 45000/KW,chandigarh
35-60,20000 - 70000,Male,No,4,21% - 30%,Married,3,No,Less than 50000,<25%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Chandigarh
15-25,70000- 1 lakh,Male,No,4,31% - 40%,Single,5+,No,1 Lac - 2 Lacs,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Imphal
15-25,1 lakh +,Male,No,5,41% - 50%,Single,5+,No,1 Lac - 2 Lacs,>75%,Students ,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Chandigarh
15-25,Less than 20000,Male,No,3,41% - 50%,Single,2,It’s a rented apartment ,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Berdi
25-35,20000 - 70000,Male,No,5,41% - 50%,Single,4,No,50000- 1 Lac,26-50%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Chandausi
15-25,1 lakh +,Male,No,3,31% - 40%,Single,5+,No,1 Lac - 2 Lacs,>75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Guwahati
25-35,1 lakh +,Male,No,5,>50%,Single,5+,Yes,Less than 50000,51-75%,Business,No I'd not like to buy solar,Azamgarh
25-35,20000 - 70000,Male,No,4,21% - 30%,Single,5+,No,Less than 50000,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Ara
25-35,70000- 1 lakh,Female,No,4,31% - 40%,Single,5+,No,1 Lac - 2 Lacs,26-50%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Mumbai
35-60,20000 - 70000,Male,No,2,21% - 30%,Married,3,Yes,50000- 1 Lac,>75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,DIBRUGARH
15-25,20000 - 70000,Female,No,2,10% - 20%,Single,5+,No,Less than 50000,<25%,Government,No I'd not like to buy solar,NOIDA
15-25,70000- 1 lakh,Male,No,5,31% - 40%,Single,3,Yes,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Noida
35-60,1 lakh +,Female,No,3,41% - 50%,Married,4,No,Less than 50000,<25%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Sambalpur
15-25,20000 - 70000,Male,Yes,3,>50%,Single,4,No,Less than 50000,<25%,Government,No I'd not like to buy solar,Kolkata
15-25,20000 - 70000,Female,Yes,3,21% - 30%,Single,2,No,Less than 50000,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bhopal
25-35,Less than 20000,Male,No,1,41% - 50%,Single,2,No,Less than 50000,<25%,Business,No I'd not like to buy solar,Baripada
25-35,1 lakh +,Male,No,3,10% - 20%,Single,5+,No,50000- 1 Lac,26-50%,Student ,Saving 1000+/month saving on electricity bill after spending 45000/KW,ALLAHABAD
15-25,1 lakh +,Female,No,5,31% - 40%,Single,4,Yes,1 Lac - 2 Lacs,51-75%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,mumbai
15-25,1 lakh +,Male,No,4,41% - 50%,Single,3,No,50000- 1 Lac,>75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Mysuru
25-35,20000 - 70000,Male,No,5,31% - 40%,Married,3,Yes,Less than 50000,>75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Thane
15-25,20000 - 70000,Male,No,3,41% - 50%,Single,1,No,Less than 50000,<25%,Private,No I'd not like to buy solar,Gurugram
15-25,70000- 1 lakh,Male,Yes,1,31% - 40%,Single,3,No,1 Lac - 2 Lacs,51-75%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Morena
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,5+,No,Less than 50000,<25%,Student ,No I'd not like to buy solar,DOMBIVLI
15-25,70000- 1 lakh,Female,No,3,31% - 40%,Single,2,No,Less than 50000,<25%,Private,No I'd not like to buy solar,Visakhapatnam
15-25,20000 - 70000,Female,Yes,4,21% - 30%,Single,2,No,Less than 50000,<25%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,VARANASI
15-25,20000 - 70000,Male,No,3,10% - 20%,Single,5+,No,Less than 50000,51-75%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Guwahati
15-25,1 lakh +,Male,No,5,21% - 30%,Single,5+,No,Less than 50000,<25%,Government,No I'd not like to buy solar,Badlapur
15-25,20000 - 70000,Female,No,3,21% - 30%,Single,3,No,50000- 1 Lac,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bidar
25-35,70000- 1 lakh,Female,No,5,21% - 30%,Single,5+,No,Less than 50000,51-75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Dehradun
15-25,70000- 1 lakh,Female,No,2,21% - 30%,Single,4,Yes,50000- 1 Lac,>75%,Student ,Saving 1000+/month saving on electricity bill after spending 45000/KW,Mumbai
25-35,70000- 1 lakh,Male,No,2,31% - 40%,Single,3,No,1 Lac - 2 Lacs,<25%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Ghaziabad
15-25,Less than 20000,Female,No,5,31% - 40%,Single,4,Yes,Less than 50000,<25%,Private,No I'd not like to buy solar,Surat
15-25,20000 - 70000,Male,No,4,41% - 50%,Single,3,No,Less than 50000,<25%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kanpur
15-25,20000 - 70000,Female,No,3,10% - 20%,Single,3,Yes,Less than 50000,<25%,Private,No I'd not like to buy solar,Gwalior
15-25,20000 - 70000,Male,No,3,10% - 20%,Single,5+,No,Less than 50000,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Kanpur
15-25,Less than 20000,Male,No,2,10% - 20%,Single,5+,No,Less than 50000,<25%,Private,No I'd not like to buy solar,Gwalior
15-25,20000 - 70000,Male,No,4,31% - 40%,Single,4,Yes,Less than 50000,<25%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Kanpur
15-25,Less than 20000,Male,No,5,10% - 20%,Single,3,Yes,Less than 50000,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Prayagraj
25-35,20000 - 70000,Male,Yes,3,21% - 30%,Single,5+,No,50000- 1 Lac,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,KanpurDehat
15-25,Less than 20000,Male,No,5,>50%,Single,2,No,Less than 50000,<25%,Student,No I'd not like to buy solar,KANPUR
15-25,20000 - 70000,Male,No,4,41% - 50%,Single,5+,Yes,Less than 50000,51-75%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Howrah
15-25,1 lakh +,Male,No,3,31% - 40%,Single,3,No,1 Lac - 2 Lacs,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Sambalpur
15-25,1 lakh +,Female,No,4,>50%,Single,5+,No,Less than 50000,<25%,Government,No I'd not like to buy solar,Gwalior
15-25,20000 - 70000,Male,Yes,3,41% - 50%,Single,2,No,Less than 50000,<25%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Kolkata
25-35,1 lakh +,Male,No,4,10% - 20%,Single,5+,No,Less than 50000,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,pune
35-60,20000 - 70000,Female,No,5,>50%,Married,3,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Hardoi
15-25,20000 - 70000,Male,No,3,31% - 40%,Single,4,No,50000- 1 Lac,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,NORTHLAKHIMPUR
15-25,Less than 20000,Male,No,4,>50%,Single,5+,No,Less than 50000,>75%,Private,No I'd not like to buy solar,Muzaffarnagar
25-35,20000 - 70000,Male,No,3,31% - 40%,Single,5+,No,Less than 50000,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kanpur
15-25,20000 - 70000,Male,No,3,41% - 50%,Single,3,Yes,Less than 50000,>75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Newdelhi
25-35,20000 - 70000,Male,No,3,31% - 40%,Single,2,No,Less than 50000,26-50%,Private,No I'd not like to buy solar,Faizabad
15-25,20000 - 70000,Male,No,1,21% - 30%,Single,5+,Yes,Less than 50000,<25%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,warangal
15-25,20000 - 70000,Male,No,3,10% - 20%,Single,5+,No,Less than 50000,<25%,Private,No I'd not like to buy solar,Kolkata
15-25,20000 - 70000,Male,No,4,31% - 40%,Single,4,No,Less than 50000,<25%,Private,No I'd not like to buy solar,Lodhikheda
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,3,Yes,50000- 1 Lac,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,GREATERNOIDA
15-25,Less than 20000,Male,No,1,21% - 30%,Single,5+,No,Less than 50000,26-50%,College student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Udaipur
25-35,20000 - 70000,Male,Yes,5,21% - 30%,Single,3,No,Less than 50000,<25%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Kanpur
35-60,1 lakh +,Male,Yes,4,31% - 40%,Married,5+,No,Less than 50000,26-50%,Government,No I'd not like to buy solar,Mahoba
15-25,20000 - 70000,Female,No,3,21% - 30%,Single,5+,No,Less than 50000,26-50%,Completing graduation,Saving 1000+/month saving on electricity bill after spending 45000/KW,Basti
35-60,70000- 1 lakh,Male,No,3,10% - 20%,Married,3,Yes,Less than 50000,26-50%,Private,No I'd not like to buy solar,Kanpur
15-25,20000 - 70000,Male,No,1,21% - 30%,Single,2,No,Less than 50000,<25%,I am a student not working yet ,Saving 1000+/month saving on electricity bill after spending 45000/KW,NewPanvel
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,2,No,Less than 50000,>75%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Faizabad
60+,20000 - 70000,Male,No,2,21% - 30%,Married,5+,No,Less than 50000,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Mumbai
15-25,20000 - 70000,Female,No,3,31% - 40%,Single,5+,No,Less than 50000,51-75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kalyani
25-35,1 lakh +,Female,Yes,3,21% - 30%,Single,3,No,Less than 50000,<25%,Institute ,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Basti
35-60,1 lakh +,Female,No,3,10% - 20%,Married,5+,No,Less than 50000,26-50%,Business,No I'd not like to buy solar,RAU
15-25,Less than 20000,Male,Yes,5,21% - 30%,Single,3,No,50000- 1 Lac,<25%,IIM Indore,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bareilly
25-35,20000 - 70000,Male,No,5,10% - 20%,Single,5+,No,Less than 50000,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bilaspur
15-25,20000 - 70000,Female,Yes,2,41% - 50%,Single,4,Yes,1 Lac - 2 Lacs,<25%,Government,No I'd not like to buy solar,Lucknow
15-25,1 lakh +,Female,No,2,31% - 40%,Single,4,No,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Sambalpur
25-35,Less than 20000,Male,No,5,21% - 30%,Single,5+,No,50000- 1 Lac,<25%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,NorthLakhimpur
15-25,Less than 20000,Male,No,4,31% - 40%,Single,2,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Dombivli
15-25,20000 - 70000,Male,No,5,31% - 40%,Single,5+,No,Less than 50000,<25%,NA,No I'd not like to buy solar,Vadodara
25-35,20000 - 70000,Female,No,4,>50%,Married,4,No,50000- 1 Lac,51-75%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Mumbai
25-35,1 lakh +,Female,No,4,31% - 40%,Single,3,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Guwahati
15-25,1 lakh +,Female,No,3,>50%,Single,3,No,50000- 1 Lac,51-75%,Student ,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Akron
15-25,1 lakh +,Female,No,3,41% - 50%,Single,5+,No,50000- 1 Lac,>75%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bengaluru
15-25,70000- 1 lakh,Male,No,3,10% - 20%,Single,2,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Lucknow
15-25,20000 - 70000,Female,Yes,4,31% - 40%,Single,3,No,Less than 50000,26-50%,Don't work,Saving 1000+/month saving on electricity bill after spending 45000/KW,NewDelhi
15-25,20000 - 70000,Male,No,4,>50%,Single,3,No,Less than 50000,>75%,Government,No I'd not like to buy solar,Chennai
35-60,Less than 20000,Male,Yes,4,31% - 40%,Married,2,No,Less than 50000,<25%,Business,No I'd not like to buy solar,NorthLakhimpur
15-25,20000 - 70000,Male,No,3,31% - 40%,Single,5+,Yes,Less than 50000,26-50%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kanpur
15-25,20000 - 70000,Male,No,1,21% - 30%,Married,5+,No,Less than 50000,51-75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Chandigarh
15-25,1 lakh +,Male,No,5,21% - 30%,Single,3,No,Less than 50000,<25%,Government,No I'd not like to buy solar,Pune
25-35,1 lakh +,Male,No,5,31% - 40%,Single,5+,No,Less than 50000,26-50%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Chandigarh
15-25,70000- 1 lakh,Male,No,2,21% - 30%,Single,3,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Pune
15-25,Less than 20000,Male,No,5,>50%,Single,5+,No,Less than 50000,26-50%,Business,No I'd not like to buy solar,Kolkata
15-25,Less than 20000,Male,No,4,31% - 40%,Single,2,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Nashik
15-25,70000- 1 lakh,Male,No,4,21% - 30%,Single,5+,No,50000- 1 Lac,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Pune
15-25,20000 - 70000,Female,No,4,31% - 40%,Single,5+,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Mumbai
15-25,70000- 1 lakh,Male,Yes,5,21% - 30%,Single,5+,Yes,Less than 50000,26-50%,NA,No I'd not like to buy solar,Pune
15-25,20000 - 70000,Male,Yes,3,31% - 40%,Single,4,No,Less than 50000,51-75%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Delhi
15-25,20000 - 70000,Male,No,2,31% - 40%,Single,4,No,1 Lac - 2 Lacs,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Vadodara
25-35,20000 - 70000,Female,No,2,31% - 40%,Married,4,No,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,NewDelhi
15-25,20000 - 70000,Female,No,5,41% - 50%,Single,5+,Yes,Less than 50000,26-50%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,NewDelhi
15-25,1 lakh +,Male,Yes,5,31% - 40%,Single,3,No,50000- 1 Lac,26-50%,Unemployed,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,delhi
15-25,1 lakh +,Male,No,3,31% - 40%,Single,3,No,50000- 1 Lac,26-50%,Private,No I'd not like to buy solar,Guntur
25-35,70000- 1 lakh,Female,No,3,31% - 40%,Single,3,Yes,2 Lacs +,51-75%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,GautamBuddhaNagar
15-25,20000 - 70000,Male,No,5,21% - 30%,Single,2,No,50000- 1 Lac,>75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Delhi
15-25,1 lakh +,Male,No,4,41% - 50%,Single,4,No,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Delhi
35-60,1 lakh +,Male,No,5,31% - 40%,Married,4,Yes,50000- 1 Lac,>75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,NewDelhi
15-25,20000 - 70000,Female,No,4,21% - 30%,Single,3,No,Less than 50000,<25%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,GWALIOR
35-60,1 lakh +,Male,Yes,4,21% - 30%,Married,5+,Yes,50000- 1 Lac,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Gurgaon
15-25,70000- 1 lakh,Female,No,5,31% - 40%,Single,1,No,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kanpur
15-25,20000 - 70000,Female,No,3,21% - 30%,Single,4,No,Less than 50000,<25%,Student ,No I'd not like to buy solar,BAHADURGARH
35-60,20000 - 70000,Female,Yes,4,>50%,Married,5+,No,Less than 50000,>75%,Government,No I'd not like to buy solar,NewDelhi
15-25,1 lakh +,Female,No,4,31% - 40%,Single,4,No,Less than 50000,26-50%,College student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Gurgaon
25-35,Less than 20000,Male,No,4,21% - 30%,Single,4,No,50000- 1 Lac,26-50%,Private,No I'd not like to buy solar,Newdelhi
15-25,Less than 20000,Male,No,3,21% - 30%,Single,5+,No,Less than 50000,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Rewari
15-25,Less than 20000,Female,No,4,31% - 40%,Single,4,Yes,Less than 50000,<25%,Private,No I'd not like to buy solar,NewDelhi
15-25,1 lakh +,Male,No,5,41% - 50%,Single,5+,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Delhi
15-25,20000 - 70000,Female,No,5,31% - 40%,Single,3,Yes,Less than 50000,51-75%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,PimpriChinchwad
15-25,70000- 1 lakh,Male,Yes,5,31% - 40%,Single,4,No,Less than 50000,<25%,A student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kankawali
35-60,1 lakh +,Female,Yes,2,31% - 40%,Married,3,Yes,Less than 50000,26-50%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Dombivli
35-60,1 lakh +,Male,No,3,41% - 50%,Married,4,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Kanpur
15-25,20000 - 70000,Male,No,5,31% - 40%,Single,2,No,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Faridabad
15-25,20000 - 70000,Male,No,3,>50%,Single,3,No,Less than 50000,<25%,Student,No I'd not like to buy solar,Delhi
25-35,1 lakh +,Female,Yes,5,31% - 40%,Married,3,No,1 Lac - 2 Lacs,51-75%,Private,No I'd not like to buy solar,Pune
15-25,70000- 1 lakh,Female,No,3,>50%,Single,4,No,50000- 1 Lac,51-75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,NewDelhi
25-35,20000 - 70000,Female,No,3,31% - 40%,Married,3,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,NewDelhi
15-25,20000 - 70000,Female,No,3,31% - 40%,Single,3,No,Less than 50000,<25%,Student,No I'd not like to buy solar,NewDelhi
15-25,1 lakh +,Male,No,5,21% - 30%,Single,5+,No,1 Lac - 2 Lacs,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Panaji
25-35,1 lakh +,Male,No,5,21% - 30%,Single,3,No,50000- 1 Lac,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Faridabad
15-25,70000- 1 lakh,Male,No,3,31% - 40%,Single,5+,Yes,50000- 1 Lac,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Rudrapur
15-25,20000 - 70000,Male,No,5,31% - 40%,Single,5+,No,50000- 1 Lac,<25%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,malviyanagar
15-25,1 lakh +,Female,No,4,21% - 30%,Single,5+,No,Less than 50000,<25%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Meerut
15-25,20000 - 70000,Female,Yes,5,41% - 50%,Single,5+,No,50000- 1 Lac,51-75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Gandhinagar
15-25,20000 - 70000,Female,Yes,5,31% - 40%,Single,3,No,Less than 50000,<25%,Student ,No I'd not like to buy solar,Gurugram
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,5+,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Palwal
15-25,20000 - 70000,Male,No,4,31% - 40%,Single,4,No,50000- 1 Lac,26-50%,Student ,No I'd not like to buy solar,Gandhinagar
15-25,70000- 1 lakh,Male,No,5,41% - 50%,Single,4,Yes,50000- 1 Lac,<25%,Business,No I'd not like to buy solar,Tezpur
15-25,20000 - 70000,Male,No,4,31% - 40%,Single,5+,No,Less than 50000,<25%,Private,No I'd not like to buy solar,Meerut
15-25,20000 - 70000,Female,No,3,10% - 20%,Single,2,Yes,Less than 50000,51-75%,Private,No I'd not like to buy solar,NARSIPATNAM
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,5+,Yes,Less than 50000,<25%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Guwahati
25-35,1 lakh +,Male,No,5,10% - 20%,Single,5+,Yes,Less than 50000,>75%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,NewDelhi
15-25,20000 - 70000,Male,No,4,31% - 40%,Single,3,Its not in my hand :P,Less than 50000,<25%,Student,No I'd not like to buy solar,NewDelhi
15-25,70000- 1 lakh,Male,No,3,21% - 30%,Single,3,No,Less than 50000,<25%,Private,No I'd not like to buy solar,Ahmedabad
15-25,20000 - 70000,Female,No,3,>50%,Single,3,No,50000- 1 Lac,26-50%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Newdelhi
15-25,20000 - 70000,Male,No,2,21% - 30%,Single,2,No,Less than 50000,<25%,.,No I'd not like to buy solar,Vadodara
25-35,20000 - 70000,Female,No,5,10% - 20%,Married,3,No,Less than 50000,<25%,Private,No I'd not like to buy solar,NewDelhi
35-60,1 lakh +,Male,Yes,4,41% - 50%,Married,3,No,50000- 1 Lac,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,NewDelhi
15-25,1 lakh +,Female,Yes,3,31% - 40%,Single,3,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Delhi
15-25,20000 - 70000,Male,No,3,21% - 30%,Single,2,No,Less than 50000,<25%,None,Saving 1000+/month saving on electricity bill after spending 45000/KW,Rewari
15-25,Less than 20000,Female,No,5,21% - 30%,Single,3,No,Less than 50000,26-50%,Private,No I'd not like to buy solar,Delhi
15-25,1 lakh +,Male,No,4,21% - 30%,Single,4,No,Less than 50000,<25%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Meerut
25-35,20000 - 70000,Male,No,5,>50%,Single,3,No,50000- 1 Lac,>75%,Business,No I'd not like to buy solar,Faridabad
15-25,1 lakh +,Female,No,2,31% - 40%,Single,5+,No,50000- 1 Lac,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Faridabad
15-25,20000 - 70000,Male,No,3,31% - 40%,Single,5+,No,Less than 50000,<25%,Business,No I'd not like to buy solar,PAOTA
15-25,1 lakh +,Female,No,5,>50%,Single,4,Yes,Less than 50000,<25%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Faridabad
15-25,20000 - 70000,Male,No,4,10% - 20%,Single,3,No,50000- 1 Lac,26-50%,Student ,Saving 1000+/month saving on electricity bill after spending 45000/KW,Ambalacity
15-25,1 lakh +,Female,No,4,21% - 30%,Single,3,No,Less than 50000,<25%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Jaipur
15-25,70000- 1 lakh,Male,No,3,21% - 30%,Single,5+,Don't know,Less than 50000,26-50%,Student ,Saving 1000+/month saving on electricity bill after spending 45000/KW,Hodal
15-25,70000- 1 lakh,Female,Yes,1,41% - 50%,Single,4,No,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,NewDelhi
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,5+,No,50000- 1 Lac,<25%,I am a student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Faridabad
15-25,20000 - 70000,Female,No,4,31% - 40%,Single,4,No,Less than 50000,<25%,I am a student,No I'd not like to buy solar,Noida
15-25,Less than 20000,Male,Yes,3,21% - 30%,Single,5+,No,50000- 1 Lac,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Faridabad
15-25,20000 - 70000,Female,Yes,3,21% - 30%,Single,5+,No,Less than 50000,51-75%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Faridabad
15-25,Less than 20000,Male,Yes,1,>50%,Single,4,No,Less than 50000,26-50%,Private,No I'd not like to buy solar,Lucknow
25-35,1 lakh +,Male,No,5,31% - 40%,Single,5+,No,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,gandhinagar
25-35,1 lakh +,Male,No,4,>50%,Married,5+,No,2 Lacs +,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Faridabad
15-25,20000 - 70000,Male,Yes,2,10% - 20%,Single,3,No,Less than 50000,<25%,Student,No I'd not like to buy solar,Vadodara
35-60,20000 - 70000,Male,No,4,31% - 40%,Married,3,Yes,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Faridbad
15-25,1 lakh +,Female,Yes,5,41% - 50%,Single,3,Yes,Less than 50000,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Thiruvalla
25-35,20000 - 70000,Male,No,3,>50%,Single,5+,No,Less than 50000,<25%,Student,No I'd not like to buy solar,PaontaSahib
15-25,1 lakh +,Male,No,3,21% - 30%,Single,2,No,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Gondal
25-35,20000 - 70000,Male,No,4,>50%,Married,3,No,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,FARIDABAD
